BioSample,LibraryName,Run,fq1,fq2,SampleType
GAL-072,GAL-072,575,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-072_S156_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-072_S156_L008_R2_001.fastq.gz,include
GAL-072,GAL-072,576,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-072_S276_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-072_S276_L007_R2_001.fastq.gz,include
GAL-073,GAL-073,577,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L002_R2_001.fastq.gz,include
GAL-073,GAL-073,578,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L003_R2_001.fastq.gz,include
GAL-073,GAL-073,579,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L004_R2_001.fastq.gz,include
GAL-073,GAL-073,580,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L005_R2_001.fastq.gz,include
GAL-073,GAL-073,581,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L006_R2_001.fastq.gz,include
GAL-073,GAL-073,582,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L007_R2_001.fastq.gz,include
GAL-073,GAL-073,583,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S157_L008_R2_001.fastq.gz,include
GAL-073,GAL-073,584,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S277_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-073_S277_L007_R2_001.fastq.gz,include
GAL-074,GAL-074,585,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L002_R2_001.fastq.gz,include
GAL-074,GAL-074,586,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L003_R2_001.fastq.gz,include
GAL-074,GAL-074,587,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L004_R2_001.fastq.gz,include
GAL-074,GAL-074,588,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L005_R2_001.fastq.gz,include
GAL-074,GAL-074,589,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L006_R2_001.fastq.gz,include
GAL-074,GAL-074,590,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L007_R2_001.fastq.gz,include
GAL-074,GAL-074,591,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S158_L008_R2_001.fastq.gz,include
GAL-074,GAL-074,592,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S278_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-074_S278_L007_R2_001.fastq.gz,include
GAL-075,GAL-075,593,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L002_R2_001.fastq.gz,include
GAL-075,GAL-075,594,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L003_R2_001.fastq.gz,include
GAL-075,GAL-075,595,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L004_R2_001.fastq.gz,include
GAL-075,GAL-075,596,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L005_R2_001.fastq.gz,include
GAL-075,GAL-075,597,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L006_R2_001.fastq.gz,include
GAL-075,GAL-075,598,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L007_R2_001.fastq.gz,include
GAL-075,GAL-075,599,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S159_L008_R2_001.fastq.gz,include
GAL-075,GAL-075,600,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S279_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-075_S279_L007_R2_001.fastq.gz,include
GAL-076,GAL-076,601,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L002_R2_001.fastq.gz,include
GAL-076,GAL-076,602,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L003_R2_001.fastq.gz,include
GAL-076,GAL-076,603,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L004_R2_001.fastq.gz,include
GAL-076,GAL-076,604,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L005_R2_001.fastq.gz,include
GAL-076,GAL-076,605,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L006_R2_001.fastq.gz,include
GAL-076,GAL-076,606,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L007_R2_001.fastq.gz,include
GAL-076,GAL-076,607,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S160_L008_R2_001.fastq.gz,include
GAL-076,GAL-076,608,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S280_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-076_S280_L007_R2_001.fastq.gz,include
GAL-077,GAL-077,609,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L002_R2_001.fastq.gz,include
GAL-077,GAL-077,610,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L003_R2_001.fastq.gz,include
GAL-077,GAL-077,611,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L004_R2_001.fastq.gz,include
GAL-077,GAL-077,612,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L005_R2_001.fastq.gz,include
GAL-077,GAL-077,613,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L006_R2_001.fastq.gz,include
GAL-077,GAL-077,614,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L007_R2_001.fastq.gz,include
GAL-077,GAL-077,615,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S161_L008_R2_001.fastq.gz,include
GAL-077,GAL-077,616,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S281_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-077_S281_L007_R2_001.fastq.gz,include
GAL-078,GAL-078,617,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L002_R2_001.fastq.gz,include
GAL-078,GAL-078,618,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L003_R2_001.fastq.gz,include
GAL-078,GAL-078,619,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L004_R2_001.fastq.gz,include
GAL-078,GAL-078,620,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L005_R2_001.fastq.gz,include
GAL-078,GAL-078,621,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L006_R2_001.fastq.gz,include
GAL-078,GAL-078,622,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L007_R2_001.fastq.gz,include
GAL-078,GAL-078,623,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S162_L008_R2_001.fastq.gz,include
GAL-078,GAL-078,624,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S282_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-078_S282_L007_R2_001.fastq.gz,include
GAL-079,GAL-079,625,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L002_R2_001.fastq.gz,include
GAL-079,GAL-079,626,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L003_R2_001.fastq.gz,include
GAL-079,GAL-079,627,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L004_R2_001.fastq.gz,include
GAL-079,GAL-079,628,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L005_R2_001.fastq.gz,include
GAL-079,GAL-079,629,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L006_R2_001.fastq.gz,include
GAL-079,GAL-079,630,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L007_R2_001.fastq.gz,include
GAL-079,GAL-079,631,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S163_L008_R2_001.fastq.gz,include
GAL-079,GAL-079,632,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S283_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-079_S283_L007_R2_001.fastq.gz,include
GAL-080,GAL-080,633,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L002_R2_001.fastq.gz,include
GAL-080,GAL-080,634,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L003_R2_001.fastq.gz,include
GAL-080,GAL-080,635,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L004_R2_001.fastq.gz,include
GAL-080,GAL-080,636,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L005_R2_001.fastq.gz,include
GAL-080,GAL-080,637,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L006_R2_001.fastq.gz,include
GAL-080,GAL-080,638,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L007_R2_001.fastq.gz,include
GAL-080,GAL-080,639,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S164_L008_R2_001.fastq.gz,include
GAL-080,GAL-080,640,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S284_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-080_S284_L007_R2_001.fastq.gz,include
GAL-081,GAL-081,641,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L002_R2_001.fastq.gz,include
GAL-081,GAL-081,642,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L003_R2_001.fastq.gz,include
GAL-081,GAL-081,643,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L004_R2_001.fastq.gz,include
GAL-081,GAL-081,644,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L005_R2_001.fastq.gz,include
GAL-081,GAL-081,645,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L006_R2_001.fastq.gz,include
GAL-081,GAL-081,646,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L007_R2_001.fastq.gz,include
GAL-081,GAL-081,647,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S165_L008_R2_001.fastq.gz,include
GAL-081,GAL-081,648,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S285_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-081_S285_L007_R2_001.fastq.gz,include
GAL-082,GAL-082,649,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L002_R2_001.fastq.gz,include
GAL-082,GAL-082,650,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L003_R2_001.fastq.gz,include
GAL-082,GAL-082,651,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L004_R2_001.fastq.gz,include
GAL-082,GAL-082,652,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L005_R2_001.fastq.gz,include
GAL-082,GAL-082,653,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L006_R2_001.fastq.gz,include
GAL-082,GAL-082,654,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L007_R2_001.fastq.gz,include
GAL-082,GAL-082,655,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S166_L008_R2_001.fastq.gz,include
GAL-082,GAL-082,656,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S286_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-082_S286_L007_R2_001.fastq.gz,include
GAL-083,GAL-083,657,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L002_R2_001.fastq.gz,include
GAL-083,GAL-083,658,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L003_R2_001.fastq.gz,include
GAL-083,GAL-083,659,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L004_R2_001.fastq.gz,include
GAL-083,GAL-083,660,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L005_R2_001.fastq.gz,include
GAL-083,GAL-083,661,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L006_R2_001.fastq.gz,include
GAL-083,GAL-083,662,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L007_R2_001.fastq.gz,include
GAL-083,GAL-083,663,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S167_L008_R2_001.fastq.gz,include
GAL-083,GAL-083,664,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S287_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-083_S287_L007_R2_001.fastq.gz,include
GAL-084,GAL-084,665,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L002_R2_001.fastq.gz,include
GAL-084,GAL-084,666,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L003_R2_001.fastq.gz,include
GAL-084,GAL-084,667,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L004_R2_001.fastq.gz,include
GAL-084,GAL-084,668,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L005_R2_001.fastq.gz,include
GAL-084,GAL-084,669,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L006_R2_001.fastq.gz,include
GAL-084,GAL-084,670,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L007_R2_001.fastq.gz,include
GAL-084,GAL-084,671,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S168_L008_R2_001.fastq.gz,include
GAL-084,GAL-084,672,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S288_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-084_S288_L007_R2_001.fastq.gz,include
GAL-085,GAL-085,673,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L002_R2_001.fastq.gz,include
GAL-085,GAL-085,674,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L003_R2_001.fastq.gz,include
GAL-085,GAL-085,675,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L004_R2_001.fastq.gz,include
GAL-085,GAL-085,676,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L005_R2_001.fastq.gz,include
GAL-085,GAL-085,677,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L006_R2_001.fastq.gz,include
GAL-085,GAL-085,678,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L007_R2_001.fastq.gz,include
GAL-085,GAL-085,679,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S169_L008_R2_001.fastq.gz,include
GAL-085,GAL-085,680,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S289_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-085_S289_L007_R2_001.fastq.gz,include
GAL-086,GAL-086,681,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L002_R2_001.fastq.gz,include
GAL-086,GAL-086,682,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L003_R2_001.fastq.gz,include
GAL-086,GAL-086,683,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L004_R2_001.fastq.gz,include
GAL-086,GAL-086,684,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L005_R2_001.fastq.gz,include
GAL-086,GAL-086,685,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L006_R2_001.fastq.gz,include
GAL-086,GAL-086,686,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L007_R2_001.fastq.gz,include
GAL-086,GAL-086,687,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S170_L008_R2_001.fastq.gz,include
GAL-086,GAL-086,688,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S290_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-086_S290_L007_R2_001.fastq.gz,include
GAL-087,GAL-087,689,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-087_S171_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-087_S171_L002_R2_001.fastq.gz,include
GAL-087,GAL-087,690,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-087_S171_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-087_S171_L003_R2_001.fastq.gz,include
