BioSample,LibraryName,Run,fq1,fq2,SampleType
GAL-037,GAL-037,1974,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L006_R2_001.fastq.gz,include
GAL-037,GAL-037,1975,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L007_R2_001.fastq.gz,include
GAL-037,GAL-037,1976,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-037_S37_L008_R2_001.fastq.gz,include
GAL-038,GAL-038,1977,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L001_R2_001.fastq.gz,include
GAL-038,GAL-038,1978,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L002_R2_001.fastq.gz,include
GAL-038,GAL-038,1979,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L003_R2_001.fastq.gz,include
GAL-038,GAL-038,1980,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L004_R2_001.fastq.gz,include
GAL-038,GAL-038,1981,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L005_R2_001.fastq.gz,include
GAL-038,GAL-038,1982,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L006_R2_001.fastq.gz,include
GAL-038,GAL-038,1983,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L007_R2_001.fastq.gz,include
GAL-038,GAL-038,1984,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-038_S38_L008_R2_001.fastq.gz,include
GAL-039,GAL-039,1985,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L001_R2_001.fastq.gz,include
GAL-039,GAL-039,1986,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L002_R2_001.fastq.gz,include
GAL-039,GAL-039,1987,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L003_R2_001.fastq.gz,include
GAL-039,GAL-039,1988,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L004_R2_001.fastq.gz,include
GAL-039,GAL-039,1989,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L005_R2_001.fastq.gz,include
GAL-039,GAL-039,1990,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L006_R2_001.fastq.gz,include
GAL-039,GAL-039,1991,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L007_R2_001.fastq.gz,include
GAL-039,GAL-039,1992,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-039_S39_L008_R2_001.fastq.gz,include
GAL-040,GAL-040,1993,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L001_R2_001.fastq.gz,include
GAL-040,GAL-040,1994,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L002_R2_001.fastq.gz,include
GAL-040,GAL-040,1995,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L003_R2_001.fastq.gz,include
GAL-040,GAL-040,1996,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L004_R2_001.fastq.gz,include
GAL-040,GAL-040,1997,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L005_R2_001.fastq.gz,include
GAL-040,GAL-040,1998,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L006_R2_001.fastq.gz,include
GAL-040,GAL-040,1999,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L007_R2_001.fastq.gz,include
GAL-040,GAL-040,2000,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-040_S40_L008_R2_001.fastq.gz,include
GAL-041,GAL-041,2001,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L001_R2_001.fastq.gz,include
GAL-041,GAL-041,2002,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L002_R2_001.fastq.gz,include
GAL-041,GAL-041,2003,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L003_R2_001.fastq.gz,include
GAL-041,GAL-041,2004,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L004_R2_001.fastq.gz,include
GAL-041,GAL-041,2005,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L005_R2_001.fastq.gz,include
GAL-041,GAL-041,2006,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L006_R2_001.fastq.gz,include
GAL-041,GAL-041,2007,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L007_R2_001.fastq.gz,include
GAL-041,GAL-041,2008,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-041_S41_L008_R2_001.fastq.gz,include
GAL-042,GAL-042,2009,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L001_R2_001.fastq.gz,include
GAL-042,GAL-042,2010,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L002_R2_001.fastq.gz,include
GAL-042,GAL-042,2011,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L003_R2_001.fastq.gz,include
GAL-042,GAL-042,2012,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L004_R2_001.fastq.gz,include
GAL-042,GAL-042,2013,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L005_R2_001.fastq.gz,include
GAL-042,GAL-042,2014,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L006_R2_001.fastq.gz,include
GAL-042,GAL-042,2015,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L007_R2_001.fastq.gz,include
GAL-042,GAL-042,2016,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-042_S42_L008_R2_001.fastq.gz,include
GAL-043,GAL-043,2017,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L001_R2_001.fastq.gz,include
GAL-043,GAL-043,2018,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L002_R2_001.fastq.gz,include
GAL-043,GAL-043,2019,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L003_R2_001.fastq.gz,include
GAL-043,GAL-043,2020,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L004_R2_001.fastq.gz,include
GAL-043,GAL-043,2021,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L005_R2_001.fastq.gz,include
GAL-043,GAL-043,2022,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L006_R2_001.fastq.gz,include
GAL-043,GAL-043,2023,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L007_R2_001.fastq.gz,include
GAL-043,GAL-043,2024,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-043_S43_L008_R2_001.fastq.gz,include
GAL-044,GAL-044,2025,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L001_R2_001.fastq.gz,include
GAL-044,GAL-044,2026,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L002_R2_001.fastq.gz,include
GAL-044,GAL-044,2027,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L003_R2_001.fastq.gz,include
GAL-044,GAL-044,2028,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L004_R2_001.fastq.gz,include
GAL-044,GAL-044,2029,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L005_R2_001.fastq.gz,include
GAL-044,GAL-044,2030,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L006_R2_001.fastq.gz,include
GAL-044,GAL-044,2031,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L007_R2_001.fastq.gz,include
GAL-044,GAL-044,2032,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-044_S44_L008_R2_001.fastq.gz,include
GAL-045,GAL-045,2033,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L001_R2_001.fastq.gz,include
GAL-045,GAL-045,2034,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L002_R2_001.fastq.gz,include
GAL-045,GAL-045,2035,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L003_R2_001.fastq.gz,include
GAL-045,GAL-045,2036,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L004_R2_001.fastq.gz,include
GAL-045,GAL-045,2037,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L005_R2_001.fastq.gz,include
GAL-045,GAL-045,2038,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L006_R2_001.fastq.gz,include
GAL-045,GAL-045,2039,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L007_R2_001.fastq.gz,include
GAL-045,GAL-045,2040,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-045_S45_L008_R2_001.fastq.gz,include
GAL-046,GAL-046,2041,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L001_R2_001.fastq.gz,include
GAL-046,GAL-046,2042,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L002_R2_001.fastq.gz,include
GAL-046,GAL-046,2043,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L003_R2_001.fastq.gz,include
GAL-046,GAL-046,2044,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L004_R2_001.fastq.gz,include
GAL-046,GAL-046,2045,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L005_R2_001.fastq.gz,include
GAL-046,GAL-046,2046,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L006_R2_001.fastq.gz,include
GAL-046,GAL-046,2047,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L007_R2_001.fastq.gz,include
GAL-046,GAL-046,2048,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-046_S46_L008_R2_001.fastq.gz,include
GAL-047,GAL-047,2049,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L001_R2_001.fastq.gz,include
GAL-047,GAL-047,2050,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L002_R2_001.fastq.gz,include
GAL-047,GAL-047,2051,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L003_R2_001.fastq.gz,include
GAL-047,GAL-047,2052,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L004_R2_001.fastq.gz,include
GAL-047,GAL-047,2053,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L005_R2_001.fastq.gz,include
GAL-047,GAL-047,2054,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L006_R2_001.fastq.gz,include
GAL-047,GAL-047,2055,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L007_R2_001.fastq.gz,include
GAL-047,GAL-047,2056,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-047_S47_L008_R2_001.fastq.gz,include
GAL-048,GAL-048,2057,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L001_R2_001.fastq.gz,include
GAL-048,GAL-048,2058,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L002_R2_001.fastq.gz,include
GAL-048,GAL-048,2059,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L003_R2_001.fastq.gz,include
GAL-048,GAL-048,2060,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L004_R2_001.fastq.gz,include
GAL-048,GAL-048,2061,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L005_R2_001.fastq.gz,include
GAL-048,GAL-048,2062,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L006_R2_001.fastq.gz,include
GAL-048,GAL-048,2063,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L007_R2_001.fastq.gz,include
GAL-048,GAL-048,2064,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-048_S48_L008_R2_001.fastq.gz,include
GAL-049,GAL-049,2065,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L001_R2_001.fastq.gz,include
GAL-049,GAL-049,2066,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L002_R2_001.fastq.gz,include
GAL-049,GAL-049,2067,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L003_R2_001.fastq.gz,include
GAL-049,GAL-049,2068,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L004_R2_001.fastq.gz,include
GAL-049,GAL-049,2069,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L005_R2_001.fastq.gz,include
GAL-049,GAL-049,2070,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L006_R2_001.fastq.gz,include
GAL-049,GAL-049,2071,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L007_R2_001.fastq.gz,include
GAL-049,GAL-049,2072,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-049_S49_L008_R2_001.fastq.gz,include
GAL-050,GAL-050,2073,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L001_R2_001.fastq.gz,include
GAL-050,GAL-050,2074,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L002_R2_001.fastq.gz,include
GAL-050,GAL-050,2075,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L003_R2_001.fastq.gz,include
GAL-050,GAL-050,2076,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L004_R2_001.fastq.gz,include
GAL-050,GAL-050,2077,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L005_R2_001.fastq.gz,include
GAL-050,GAL-050,2078,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L006_R2_001.fastq.gz,include
GAL-050,GAL-050,2079,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L007_R2_001.fastq.gz,include
GAL-050,GAL-050,2080,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-050_S50_L008_R2_001.fastq.gz,include
GAL-051,GAL-051,2081,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L001_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L001_R2_001.fastq.gz,include
GAL-051,GAL-051,2082,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L002_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L002_R2_001.fastq.gz,include
GAL-051,GAL-051,2083,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L003_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L003_R2_001.fastq.gz,include
GAL-051,GAL-051,2084,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L004_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L004_R2_001.fastq.gz,include
GAL-051,GAL-051,2085,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L005_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L005_R2_001.fastq.gz,include
GAL-051,GAL-051,2086,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L006_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L006_R2_001.fastq.gz,include
GAL-051,GAL-051,2087,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L007_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L007_R2_001.fastq.gz,include
GAL-051,GAL-051,2088,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L008_R1_001.fastq.gz,/home2/jdo53/snpArcher_Projects/full_210_samples/data/GAL-051_S51_L008_R2_001.fastq.gz,include
